,left_WHOLE_NAME,left_UID,similarity,right_Company CIK Key,right_Company Name
1328, HI-LOW PROPERTIES LTD,3805956,0.60693735,1248492,BROOK HOLLOW PROPERTIES INC
1329, THEODOROS,3805907,0.60270685,1465592,BROOME THEODORE G
1330, SES INTERNATIONAL CORP,226922,0.6935875,1117337,BROWN INTERNATIONAL CORP
1331,Stephen LO,2093295,0.6178079,1162739,BROWN STEPHEN L /
1332,Stephen LO,2093295,0.6178079,14798,BROWN STEPHEN L
1333,Stephen LO,2093295,0.6178079,1162739,BROWN STEPHEN L
1334, MAINPHARMA,5023601,0.79181284,1306747,BRUIN PHARMA INC
1335, DANIEL,1955894,0.60354626,1399691,BRUNE DANIEL
1336, ORIENT SHIPPING LIMITED,28009,0.8196807,854240,BT SHIPPING LIMITED
1337, SENAT SHIPPING LIMITED,2740799,0.8076661,854240,BT SHIPPING LIMITED
1338, SENAT SHIPPING LIMITED,2740798,0.8076661,854240,BT SHIPPING LIMITED
1339, SENAT SHIPPING LIMITED,2740788,0.8076661,854240,BT SHIPPING LIMITED
1340, SPRING SHIPPING LIMITED,4568673,0.7346601,854240,BT SHIPPING LIMITED
1341, ESAIL SHIPPING LIMITED,939088,0.6965831,854240,BT SHIPPING LIMITED
1342, NEW AGE SHIPPING LIMITED,4568808,0.6897483,854240,BT SHIPPING LIMITED
1343, UNIVERSE SHIPPING LIMITED,4568838,0.68518937,854240,BT SHIPPING LIMITED
1344, GLOBAL UNITED SHIPPING LIMITED,4566383,0.6572145,854240,BT SHIPPING LIMITED
1345, FUTURE AGE SHIPPING LIMITED,4566416,0.6507943,854240,BT SHIPPING LIMITED
1346, GREEN SHIPPING LTD,2751904,0.6625057,854240,BT SHIPPING LTD
1347, GREEN SHIPPING LTD,2751903,0.6625057,854240,BT SHIPPING LTD
1348, WHALE SHIPPING LTD,34679,0.63755095,854240,BT SHIPPING LTD
1349, AQUA SHIPPING LTD,2751981,0.6165552,854240,BT SHIPPING LTD
1350, AQUA SHIPPING LTD,2751934,0.6165552,854240,BT SHIPPING LTD
1351, MARBLE SHIPPING LTD,1299771,0.6143788,854240,BT SHIPPING LTD
1352, BOM ASSET MANAGEMENT LTD,2399587,0.7359164,1405947,BTR ASSET MANAGEMENT LTD.
1353, ALEL TECHNOLOGIES LLC,5837124,0.6249155,1230874,BTSL TECHNOLOGIES LTD
1354, NOVIN ENERGY COMPANY,450009,0.62416506,1487022,"BUCHANAN ENERGY COMPANY, LLC"
1355, SMILE TECHNOLOGIES CANADA LTD,4993076,0.6140685,1266767,BUCKEYE TECHNOLOGIES CANADA INC
1356, ACCENTURE BUILDING MATERIALS,6246112,0.63672197,1046356,BUILDING MATERIALS HOLDING CORP
1357, ACCENTURE BUILDING MATERIALS,6246112,0.6210762,1078820,BUILDING MATERIALS INVESTMENT CORP
1358, GARDENIA,4860023,0.6106436,1120805,BURDEN IAN
1359, REEM PHARMACEUTICAL,3312046,0.63606006,1419090,BUREL PHARMACEUTICALS INC
1360, T-RUBBER CO LTD,3084830,0.6047828,1050662,BURKE RUBBER CO INC
1361, MCS ENGINEERING,2041733,0.67851466,1273826,BURNS ENGINEERING INC
1362, MAK INTERNATIONAL SERVICES CO LTD,3562452,0.67645735,817945,BURNS INTERNATIONAL SERVICES CORP
1363, DANIEL,1955894,0.65930414,1391560,BURON DANIEL
1364, BUSINESS LAB,1574175,0.63502735,1101092,BUSINESS TO BUSINESS INC
1365,Peter GRIFFIN,215146,0.6572531,1558910,BUTLER GRIFFIN B
1366, IRAN TRACTOR MANUFACTURING COMPANY,1302646,0.6227423,15840,BUTLER MANUFACTURING CO
1367, IRAN COMBINE MANUFACTURING CO.,5172995,0.6134641,15840,BUTLER MANUFACTURING CO
1368, SES INTERNATIONAL CORP,226922,0.6090429,15847,BUTLER NATIONAL CORP
1369, REEM PHARMACEUTICAL,3312046,0.6194241,1282496,BV PHARMACEUTICAL INC
1370, ERA FUND LIMITED LIABILITY COMPANY,6916288,0.6791104,1132593,BWAB LIMITED LIABILITY CO
1371, USM LIMITED LIABILITY COMPANY,6920452,0.6537631,1132593,BWAB LIMITED LIABILITY CO
1372, AUCTION LIMITED LIABILITY COMPANY,2377549,0.64344704,1132593,BWAB LIMITED LIABILITY CO
1373, LIMITED LIABILITY COMPANY ATLANT S,6919898,0.6302054,1132593,BWAB LIMITED LIABILITY CO
1374, LIMITED LIABILITY COMPANY GARANT-SV,2473678,0.60608435,1132593,BWAB LIMITED LIABILITY CO
1375, SOLLERS-FINANCE LIMITED LIABILITY COMPANY,6920439,0.60024226,1132593,BWAB LIMITED LIABILITY CO
1376, OYSTER INVESTMENTS LLC,4992912,0.6243972,1211910,C BAR INVESTMENTS LLC
1377, ELECTRONICS INSTITUTE,553016,0.65090024,350621,C COR ELECTRONICS INC
1378, IRAN ELECTRONICS INDUSTRIES,599153,0.6103689,350621,C COR ELECTRONICS INC
1379,Abedinico NCUBE,55896,0.6064645,1305147,C CUBED INC
1380, FINANCIAL CORPORATION FINCORP CA,4211084,0.60437155,1404211,C FINANCIAL CORP
1381, ASCOTEC HOLDING GMBH,199046,0.63001585,1634083,C PARTNERS HOLDING GMBH
1382, CASTLE HOLDING GMBH,4914615,0.6262686,1634083,C PARTNERS HOLDING GMBH
1383, IAC INTERNATIONAL INC,232101,0.6087128,1015695,C R H INTERNATIONAL INC
1384, ATLAS HOLDING,5594121,0.7887862,1498068,"C.P. ATLAS HOLDINGS, INC."
1385, SBERBANK INSURANCE COMPANY LTD,2379114,0.6908347,1304452,"C.P.S. INSURANCE COMPANY, LTD"
1386, IRAN INSURANCE COMPANY,1273811,0.67797416,1304452,"C.P.S. INSURANCE COMPANY, LTD"
1387, IRAN INSURANCE COMPANY,1273808,0.67797416,1304452,"C.P.S. INSURANCE COMPANY, LTD"
1388, IRAN INSURANCE COMPANY,1273807,0.67797416,1304452,"C.P.S. INSURANCE COMPANY, LTD"
1389, IRAN INSURANCE COMPANY,1273806,0.67797416,1304452,"C.P.S. INSURANCE COMPANY, LTD"
1390, IRAN INSURANCE COMPANY,1240026,0.67797416,1304452,"C.P.S. INSURANCE COMPANY, LTD"
1391, MELLAT INSURANCE COMPANY,2041736,0.64214224,1304452,"C.P.S. INSURANCE COMPANY, LTD"
1392, MELLAT INSURANCE COMPANY,2041735,0.64214224,1304452,"C.P.S. INSURANCE COMPANY, LTD"
1393, SES INTERNATIONAL CORP,226922,0.63567185,105744,CABELTEL INTERNATIONAL CORP
1394, IAC INTERNATIONAL INC,232101,0.63922966,16058,CACI INTERNATIONAL INC /DE/
1395, REEM PHARMACEUTICAL,3312046,0.60638237,1333248,CADENCE PHARMACEUTICALS INC
1396, IAC INTERNATIONAL INC,232101,0.6720913,1057760,CADITEC INTERNATIONAL INC
1397, SAI ADVISORS INC,4242991,0.65458316,1049611,CAI ADVISORS & CO
1398, SPI INTERNATIONAL,5644930,0.6705722,1388430,"CAI INTERNATIONAL, INC."
1399, SPI INTERNATIONAL,5644929,0.6705722,1388430,"CAI INTERNATIONAL, INC."
1400, SPI INTERNATIONAL,5644868,0.6705722,1388430,"CAI INTERNATIONAL, INC."
1401, IAC INTERNATIONAL INC,232101,0.65307635,1388430,"CAI INTERNATIONAL, INC."
1402, U I INTERNATIONAL,34626,0.6483841,1388430,"CAI INTERNATIONAL, INC."
1403, DANIEL,1955894,0.6425739,1274244,CAIN DANIEL F
1404, DANIEL,1955894,0.64655054,1181122,CAIN DANIEL M
1405, IAC INTERNATIONAL INC,232101,0.6058053,866829,CAL DIVE INTERNATIONAL INC
1406, IAC INTERNATIONAL INC,232101,0.6058053,1364100,"CAL DIVE INTERNATIONAL, INC."
1407, A T E INTERNATIONAL LTD,7302,0.8086885,1003230,CAL INTERNATIONAL LTD
1408, CK INTERNATIONAL LTD,3747404,0.7995671,1003230,CAL INTERNATIONAL LTD
1409, CK INTERNATIONAL LTD,3747403,0.7995671,1003230,CAL INTERNATIONAL LTD
1410, STARS INTERNATIONAL LTD,2357183,0.7521766,1003230,CAL INTERNATIONAL LTD
1411, STARS INTERNATIONAL LTD,2357182,0.7521766,1003230,CAL INTERNATIONAL LTD
1412, IAC INTERNATIONAL INC,232101,0.6787309,1003230,CAL INTERNATIONAL LTD
1413, PANACEA INTERNATIONAL LTD,2570231,0.64396745,1003230,CAL INTERNATIONAL LTD
1414, NIA INTERNATIONAL,2436802,0.6265541,1003230,CAL INTERNATIONAL LTD
1415, SPI INTERNATIONAL,5644930,0.6029348,1003230,CAL INTERNATIONAL LTD
1416, SPI INTERNATIONAL,5644929,0.6029348,1003230,CAL INTERNATIONAL LTD
1417, SPI INTERNATIONAL,5644868,0.6029348,1003230,CAL INTERNATIONAL LTD
1418, REEM PHARMACEUTICAL,3312046,0.625779,1360648,CALANDO PHARMACEUTICALS INC
1419, GERTLER FAMILY FOUNDATION,3713019,0.60825455,1399776,CALANDRELLA FAMILY FOUNDATION
1420, REEM PHARMACEUTICAL,3312046,0.6224493,1518520,CALDERA PHARMACEUTICALS INC
1421, PANLI HOLDINGS INC,3012045,0.78402126,1019852,CALI HOLDINGS INC
1422, PANLI HOLDINGS INC,3012045,0.78402126,1325305,CALI HOLDINGS INC
1423,Samir ALI,3397821,0.60554534,1402160,"CALIMIRA, LLC"
1424, CHINA TELECOMMUNICATIONS CORPORATION,263450,0.6107532,1090946,CALLFREE TELECOM COMMUNICATIONS CORP
1425, KB LINES LIMITED,3806011,0.614368,1501190,CALLINAN MINES LIMITED.
1426, REEM PHARMACEUTICAL,3312046,0.63112324,1030022,CALLISTO PHARMACEUTICALS INC
1427, REEM PHARMACEUTICAL,3312046,0.63112324,1051749,CALLISTO PHARMACEUTICALS INC
1428, REEM PHARMACEUTICAL,3312046,0.63112324,1142380,CALLISTO PHARMACEUTICALS INC
1429, SYRIAN PETROLEUM COMPANY,63376,0.6141199,16476,CALLON PETROLEUM CO/MS
1430, SYRIAN PETROLEUM COMPANY,63376,0.629145,928022,CALLON PETROLEUM CO
1431, IAC INTERNATIONAL INC,232101,0.6133334,913267,CAMCO INTERNATIONAL INC
1432, A T E INTERNATIONAL LTD,7302,0.6583024,1179120,CAMDEN INTERNATIONAL LTD
1433, CK INTERNATIONAL LTD,3747404,0.6508774,1179120,CAMDEN INTERNATIONAL LTD
1434, CK INTERNATIONAL LTD,3747403,0.6508774,1179120,CAMDEN INTERNATIONAL LTD
1435, STARS INTERNATIONAL LTD,2357183,0.61229956,1179120,CAMDEN INTERNATIONAL LTD
1436, STARS INTERNATIONAL LTD,2357182,0.61229956,1179120,CAMDEN INTERNATIONAL LTD
1437, INFORMATION SYSTEMS IRAN,1322711,0.7239582,1487295,CAMELOT INFORMATION SYSTEMS INC.
1438, SES INTERNATIONAL CORP,226922,0.6904465,941548,CAMERON INTERNATIONAL CORP
1439, IAC INTERNATIONAL INC,232101,0.61374664,1281057,CAMERON INTERNATIONAL INC
1440, ESPERANZA,4942135,0.646361,1669823,CAMINO ESPERANZA LP
1441, CAMPO VERDE LTDA.,7211,0.6053183,1522819,CAMP OVERTON LLC
1442,Linda Elizabeth CAMPOS TIRADO,3531500,0.6692772,1105943,CAMPOS ELIZABETH
1443,Juan Carlos VILLEGAS LOERA,2100832,0.62227285,1547866,CAMUS VILLEGAS JUAN CARLOS
1444, STAR SHIP MANAGEMENT LIMITED,4568751,0.6241482,1012830,CANAAN MANAGEMENT LIMITED PARTNERSHIP
1445, BOM ASSET MANAGEMENT LTD,2399587,0.64053684,1657987,CANADA LIFE ASSET MANAGEMENT LTD
1446, DANIEL,1955894,0.675225,1291654,CANE DANIEL E
1447, REEM PHARMACEUTICAL,3312046,0.60051197,1374961,"CANTEX PHARMACEUTICALS, INC."
1448,Zhao WEI,3760979,0.6254308,1475985,CAO WEI
1449, VP PROPERTIES INC,3012060,0.6318315,1270995,CAP PROPERTIES LTD
1450, ORAMA PROPERTIES LTD,3713006,0.60872537,1270995,CAP PROPERTIES LTD
1451, SONEX INVESTMENTS LTD,4400919,0.74534535,1227534,CAPEX INVESTMENTS LTD
1452, SONEX INVESTMENTS LTD,4400919,0.74534535,1342713,CAPEX INVESTMENTS LTD
1453, NIA INTERNATIONAL,2436802,0.66163385,1474146,CAPITA INTERNATIONAL L.L.C.
1454, KASB INTERNATIONAL LLC,2112742,0.60624105,1474146,CAPITA INTERNATIONAL L.L.C.
1455, A T E INTERNATIONAL LTD,7302,0.604117,1474146,CAPITA INTERNATIONAL L.L.C.
1456, ELEMENT CAPITAL ADVISORS LIMITED,6249904,0.6589223,1315670,CAPITAL ADVISORS LLC
1457, ELEMENT CAPITAL ADVISORS LIMITED,6249896,0.6589223,1315670,CAPITAL ADVISORS LLC
1458, ELEMENT CAPITAL ADVISORS LIMITED,6249904,0.6581092,1166050,CAPITAL ADVISORS LP
1459, ELEMENT CAPITAL ADVISORS LIMITED,6249896,0.6581092,1166050,CAPITAL ADVISORS LP
1460, INVESTCAPITALBANK,2264056,0.608198,1071992,CAPITAL BANK CORP
1461, INVESTCAPITALBANK,2264056,0.783682,1032020,CAPITAL BANK
1462," UNION DEVELOPMENT GROUP CO., LTD.",6029651,0.6124633,922253,CAPITAL DEVELOPMENT GROUP INC
1463, HITAL EXCHANGE,4914722,0.7438275,17147,CAPITAL EXCHANGE FUND INC
1464, AL ADAL EXCHANGE,1445329,0.61065257,17147,CAPITAL EXCHANGE FUND INC
1465, HITAL EXCHANGE,4914722,0.8063601,1386813,"CAPITAL EXCHANGE, LLC"
1466, AL ADAL EXCHANGE,1445329,0.6619893,1386813,"CAPITAL EXCHANGE, LLC"
1467, HAMSHO INTERNATIONAL GROUP,1526925,0.6158474,949308,CAPITAL GROUP INTERNATIONAL INC
1468, IAC INTERNATIONAL INC,232101,0.6393172,895213,CAPITAL INTERNATIONAL INC /CA/
1469, IAC INTERNATIONAL INC,232101,0.61424464,1562230,CAPITAL INTERNATIONAL INVESTORS
1470, A T E INTERNATIONAL LTD,7302,0.6580911,1065350,CAPITAL INTERNATIONAL LTD /CA/
1471, CK INTERNATIONAL LTD,3747404,0.65066826,1065350,CAPITAL INTERNATIONAL LTD /CA/
1472, CK INTERNATIONAL LTD,3747403,0.65066826,1065350,CAPITAL INTERNATIONAL LTD /CA/
1473, STARS INTERNATIONAL LTD,2357183,0.61210304,1065350,CAPITAL INTERNATIONAL LTD /CA/
1474, STARS INTERNATIONAL LTD,2357182,0.61210304,1065350,CAPITAL INTERNATIONAL LTD /CA/
1475, SB INTERNATIONAL SARL,2378590,0.6604476,1065349,CAPITAL INTERNATIONAL S A
1476, IAC INTERNATIONAL INC,232101,0.6296767,1065349,CAPITAL INTERNATIONAL S A
1477, JUNIOR INTERNATIONAL SA,1653091,0.624569,1065349,CAPITAL INTERNATIONAL S A
1478, GPB INTERNATIONAL SA,2358928,0.60801756,1065349,CAPITAL INTERNATIONAL S A
1479, SB INTERNATIONAL SARL,2378590,0.7640445,1065349,CAPITAL INTERNATIONAL SARL
1480, TRADE POINT INTERNATIONAL SARL,2927187,0.64653224,1065349,CAPITAL INTERNATIONAL SARL
1481, MARSHALL CAPITAL PARTNERS,2514671,0.6514869,855779,CAPITAL PARTNERS LP
1482, MARSHALL CAPITAL PARTNERS,2514671,0.65316075,1298125,"CAPITAL PARTNERS, INC"
1483, MARSHALL CAPITAL PARTNERS,2514671,0.6514869,1600091,"CAPITAL PARTNERS, L.P."
1484, MARSHALL CAPITAL PARTNERS,2514671,0.6060568,1105352,CAPITAL PARTNERSHIP LP
1485, MARSHALL CAPITAL PARTNERS,2514671,0.6867329,1105352,CAPITAL PARTNERSHIP
1486, MARSHALL CAPITAL PARTNERS,2514671,0.6336887,1105352,CAPITAL PARTNERSHIPS
1487, TROLL PROPERTIES INC,3012058,0.6181647,202947,CAPITAL PROPERTIES INC /RI/
1488, AVIATION CAPITAL SOLUTIONS LTD,2975953,0.6049991,1609803,CAPITAL SOLUTIONS ACQUISITION CORP.
1489, AVIATION CAPITAL SOLUTIONS LTD,2975953,0.6528666,61500,"CAPITAL SOLUTIONS I, INC."
1490, AVIATION CAPITAL SOLUTIONS LTD,2975953,0.70077586,1260057,CAPITAL SOLUTIONS INC
1491, AVIATION CAPITAL SOLUTIONS LTD,2975953,0.70077586,1708016,"CAPITAL SOLUTIONS, INC."
1492, DANIEL,1955894,0.6456823,1134876,CAPON DANIEL
1493, GERTLER FAMILY FOUNDATION,3713019,0.6720693,1596005,CAPRI FAMILY FOUNDATION
1494, SES INTERNATIONAL CORP,226922,0.6487262,1142129,CAPSTONE INTERNATIONAL CORP
1495, NICO ENGINEERING LIMITED,1273763,0.61988336,1689156,CARBON ENGINEERING LIMITED PARTNERSHIP
1496, T.M.G. ENGINEERING LIMITED,34658,0.603687,1689156,CARBON ENGINEERING LIMITED PARTNERSHIP
1497, A W A ENGINEERING LIMITED,7303,0.60203606,1689156,CARBON ENGINEERING LIMITED PARTNERSHIP
1498, AL CARDINAL INVESTMENTS CO. LTD,5306640,0.60658014,1160521,CARDINAL INVESTMENT SUB I LP
1499, AL CARDINAL INVESTMENTS CO. LTD,5306638,0.60658014,1160521,CARDINAL INVESTMENT SUB I LP
1500, AL CARDINAL INVESTMENTS CO. LTD,5306640,0.65763456,927671,CARDINAL INVESTMENTS INC                                /BD
1501, AL CARDINAL INVESTMENTS CO. LTD,5306638,0.65763456,927671,CARDINAL INVESTMENTS INC                                /BD
1502, AL CARDINAL INVESTMENTS CO. LTD,5306640,0.7284469,927671,"CARDINAL INVESTMENTS, INC."
1503, AL CARDINAL INVESTMENTS CO. LTD,5306638,0.7284469,927671,"CARDINAL INVESTMENTS, INC."
1504, ALEL TECHNOLOGIES LLC,5837124,0.6300114,787426,CARDINAL TECHNOLOGIES INC
1505, UNIDAD CARDIOVASCULAR LTDA.,687141,0.6000952,1128631,"CARDIOVASCULAR CARE GROUP, INC."
1506, TROLL PROPERTIES INC,3012058,0.6161046,1639947,"CARE CAPITAL PROPERTIES, INC."
1507, WESTLINE ENTERPRISES INC,3012067,0.6082296,716302,CARE ENTERPRISES INC /DE/
1508, A T E INTERNATIONAL LTD,7302,0.69754326,1372540,CARENET INTERNATIONAL LTD
1509, CK INTERNATIONAL LTD,3747404,0.68967545,1372540,CARENET INTERNATIONAL LTD
1510, CK INTERNATIONAL LTD,3747403,0.68967545,1372540,CARENET INTERNATIONAL LTD
1511, STARS INTERNATIONAL LTD,2357183,0.6487982,1372540,CARENET INTERNATIONAL LTD
1512, STARS INTERNATIONAL LTD,2357182,0.6487982,1372540,CARENET INTERNATIONAL LTD
1513, FINANCIAL CORPORATION FINCORP CA,4211084,0.6552231,746013,CAREY FINANCIAL CORPORATION
1514, RUSSIAN FINANCIAL CORPORATION,2246506,0.6402814,746013,CAREY FINANCIAL CORPORATION
1515, FINANCIAL CORPORATION FINCORP INTERNATIONAL SA,4211083,0.6084663,746013,CAREY FINANCIAL CORPORATION
1516, IAC INTERNATIONAL INC,232101,0.631521,747201,CAREY INTERNATIONAL INC
1517, ANGLO-CARIBBEAN CO LTD,51628,0.62719995,920623,CARIBBEAN CEMENT CO LTD                        /FI/
1518, ANGLO-CARIBBEAN CO LTD,51628,0.62719995,920623,CARIBBEAN CEMENT CO LTD                        /FI
1519, CARIBE,4856604,0.6208995,1395711,"CARIBESOCK, INC."
1520, CARIBE,4856604,0.6374275,1395712,"CARIBETEX, INC."
1521, DANIEL,1955894,0.6199828,1186396,CARL DANIEL R
1522, GREEN CAR RENT LIMITED PARTNERSHIP,376041,0.7031872,1168846,CARL INVESTMENT LIMITED PARTNERSHIP
1523, MOMENT INVESTMENT LIMITED,4569214,0.6032991,1168846,CARL INVESTMENT LIMITED PARTNERSHIP
1524, SES INTERNATIONAL CORP,226922,0.6183108,311172,CARNEGIE INTERNATIONAL CORP
1525, CATALINA HOLDINGS CORP.,6249884,0.6618736,1295323,CAROLINA HOLDINGS CO LLC
1526, REY INVESTMENT COMPANY,2041729,0.61637,1418653,"CAROLINA INVESTMENT COMPANY, LLC"
1527, PARDIS INVESTMENT COMPANY,2041726,0.60099775,1418653,"CAROLINA INVESTMENT COMPANY, LLC"
1528, DANIEL,1955894,0.6008867,1456690,CARR DANIEL A.
1529, DANIEL,1955894,0.6315834,1501634,CARR DANIEL
1530, STARS GROUP HOLDING,2357181,0.61645955,1672408,"CARSON GROUP HOLDINGS, LLC"
1531, TANGO,6938673,0.61110663,1402515,CARTANGO INC
1532, ARTAVIL,1266270,0.66651386,1559657,"CARTAVI, INC."
1533, DANIEL,1955894,0.6206115,1117949,CARTER DANIEL T
1534, ARVIN,939153,0.6272526,1314352,CARTER MARVIN
1535, PARTIZAN,4383073,0.61074466,1416139,CARTIZA INC
1536, CARVANA COMPANY,1431622,0.79123783,1690820,CARVANA CO.
1537, NIA INTERNATIONAL,2436802,0.6441715,1395713,"CASA INTERNATIONAL, LLC"
1538, CHINA TELECOMMUNICATIONS CORPORATION,263450,0.6012712,887763,CASCADE COMMUNICATIONS CORP
1539, IAC INTERNATIONAL INC,232101,0.6472803,1026792,CASCO INTERNATIONAL INC
1540, VENTORA GLOBAL SERVICES,6307029,0.6005505,1581568,"CASH AMERICA GLOBAL SERVICES, INC."
1541, IRAN TIRE MANUFACTURING COMPANY,1650512,0.618582,1073557,CASHMERE MANUFACTURING CO INC
1542, IRAN COMBINE MANUFACTURING CO.,5172995,0.6006982,1073557,CASHMERE MANUFACTURING CO INC
1543, REEM PHARMACEUTICAL,3312046,0.6165921,895051,"CASI PHARMACEUTICALS, INC."
1544, CASPIA,4249432,0.684795,1518999,CASPIAN CAPITAL LP
1545, CASPIA,4249432,0.64191633,1361213,CASPIAN ENERGY INC
1546, GHADIR CASPIAN GILAN ENERGY,4566431,0.60850745,1361213,CASPIAN ENERGY INC
1547, CASPIA,4249432,0.64253265,1093430,CASPIAN SERVICES INC
1548, CASPIA,4249432,0.64253265,1401163,"CASPIAN SERVICES, INC."
1549, CASPIA,4249432,0.6281555,1638699,CASPIANX LLC
1550, SCORE COMMERCIAL COMPANY LTD,376029,0.6082118,708781,CASS COMMERCIAL CORP
1551, INFORMATION SYSTEMS IRAN,1322711,0.7925717,708781,CASS INFORMATION SYSTEMS INC
1552, GENERAL PETROLEUM CORPORATION,1496408,0.63283134,878745,CASS M L PETROLEUM CORP
1553,Orlando Jose CASTILLO CASTILLO,590211,0.61688185,1398026,"CASTILLO, INC."
1554, CASTLE HOLDING GMBH,4914615,0.64114016,802510,CASTLE HOLDING CORP
1555, INFORMATION SYSTEMS IRAN,1322711,0.75369,1525842,"CASTLE INFORMATION SYSTEMS, INC."
1556, CASTLE INVESTMENT HOLDING,5832119,0.639294,1302461,CASTLE INVESTMENT GROUP LLC
1557, CASTLE INVESTMENT HOLDING,5832117,0.639294,1302461,CASTLE INVESTMENT GROUP LLC
1558, CASTLE INVESTMENT HOLDING,5832119,0.66369945,1629927,CASTLE INVESTMENT MANAGEMENT
1559, CASTLE INVESTMENT HOLDING,5832117,0.66369945,1629927,CASTLE INVESTMENT MANAGEMENT
1560, GAMES UNLIMITED OOD,6492061,0.6255154,1295308,CASTLES UNLIMITED INC
1561, OYSTER INVESTMENTS LLC,4992912,0.6238211,1198968,CASTOR INVESTMENTS LLC
1562, DORENA,1802301,0.60124296,1333912,CATALDO RENATO
1563, A T E INTERNATIONAL LTD,7302,0.7241265,1130065,CATER ALLEN INTERNATIONAL LTD
1564, CK INTERNATIONAL LTD,3747404,0.6806276,1130065,CATER ALLEN INTERNATIONAL LTD
1565, CK INTERNATIONAL LTD,3747403,0.6806276,1130065,CATER ALLEN INTERNATIONAL LTD
1566, STARS INTERNATIONAL LTD,2357183,0.64028656,1130065,CATER ALLEN INTERNATIONAL LTD
1567, STARS INTERNATIONAL LTD,2357182,0.64028656,1130065,CATER ALLEN INTERNATIONAL LTD
1568, SES INTERNATIONAL CORP,226922,0.68100595,855019,CATERAIR INTERNATIONAL CORP
1569,Ton MARKU,167126,0.6389775,1260689,CATON MARK
1570, BOM ASSET MANAGEMENT LTD,2399587,0.64882225,1600447,CAUTUS ASSET MANAGEMENT LTD.
1571,Arturo MEZA CAZARES,769075,0.6589502,1275117,CAZARES ARTURO
1572, GPB FINANCIAL SERVICES LIMITED,2368975,0.6039013,1605301,"CB FINANCIAL SERVICES, INC."
1573, BM HOLDING AG,2398307,0.6798413,1127278,CBM HOLDINGS INC
1574, CATALINA HOLDINGS CORP.,6249884,0.6083087,1038334,CCA HOLDINGS CORP
1575, IAC INTERNATIONAL INC,232101,0.67838573,1177789,CCA INTERNATIONAL INC
1576, NIA INTERNATIONAL,2436802,0.67811006,1177789,CCA INTERNATIONAL INC
1577, NIA INTERNATIONAL,2436802,0.66798395,1177789,CCA INTERNATIONAL LLC
1578, KASB INTERNATIONAL LLC,2112742,0.6120595,1177789,CCA INTERNATIONAL LLC
1579, A T E INTERNATIONAL LTD,7302,0.60991496,1177789,CCA INTERNATIONAL LLC
1580, NIMR INTERNATIONAL L.L.C.,6603412,0.6033017,1177789,CCA INTERNATIONAL LLC
1581, NIMR INTERNATIONAL L.L.C.,6603410,0.6033017,1177789,CCA INTERNATIONAL LLC
1582, NIMR INTERNATIONAL L.L.C.,6603407,0.6033017,1177789,CCA INTERNATIONAL LLC
1583, CK INTERNATIONAL LTD,3747404,0.6030357,1177789,CCA INTERNATIONAL LLC
1584, CK INTERNATIONAL LTD,3747403,0.6030357,1177789,CCA INTERNATIONAL LLC
1585, SPI INTERNATIONAL,5644930,0.65714353,1324956,"CCI INTERNATIONAL, INC."
1586, SPI INTERNATIONAL,5644929,0.65714353,1324956,"CCI INTERNATIONAL, INC."
1587, SPI INTERNATIONAL,5644868,0.65714353,1324956,"CCI INTERNATIONAL, INC."
1588, IAC INTERNATIONAL INC,232101,0.639998,1324956,"CCI INTERNATIONAL, INC."
1589, U I INTERNATIONAL,34626,0.63539964,1324956,"CCI INTERNATIONAL, INC."
1590, SES INTERNATIONAL CORP,226922,0.6154953,1088787,"CD INTERNATIONAL ENTERPRISES, INC."
1591, IAC INTERNATIONAL INC,232101,0.7007877,1014501,CD INTERNATIONAL INC
1592, NIA INTERNATIONAL,2436802,0.62984115,1014501,CD INTERNATIONAL INC
1593, SPI INTERNATIONAL,5644930,0.6060979,1014501,CD INTERNATIONAL INC
1594, SPI INTERNATIONAL,5644929,0.6060979,1014501,CD INTERNATIONAL INC
1595, SPI INTERNATIONAL,5644868,0.6060979,1014501,CD INTERNATIONAL INC
1596, IAC INTERNATIONAL INC,232101,0.6447445,1273728,CDR INTERNATIONAL INC
1597, SMILE TECHNOLOGIES SA,4992724,0.6653323,1445043,CE TECHNOLOGIES INC
1598, ALEL TECHNOLOGIES LLC,5837124,0.6342563,1445043,CE TECHNOLOGIES INC
1599, SMILE TECHNOLOGIES SA LLC,4992914,0.6287555,1445043,CE TECHNOLOGIES INC
1600, AVIA GROUP LLC,2259545,0.6338932,1275635,CEA GROUP LLC
1601, AVIA GROUP LLC,2259545,0.65421426,1233018,"CEA MEDIA GROUP, LLC"
1602, IAC INTERNATIONAL INC,232101,0.6363527,1485461,"CECOS INTERNATIONAL, INC."
1603, ASSOCIATED ENGINEERS,11549,0.6528349,1045078,CEI ENGINEERING ASSOCIATES INC
1604, ASSOCIATED ENGINEERS,11549,0.6528349,1045078,"CEI ENGINEERING ASSOCIATES, INC."
1605, SES INTERNATIONAL CORP,226922,0.6480422,1641201,CEIBA INTERNATIONAL CORP
1606, SES INTERNATIONAL CORP,226922,0.6590968,1314502,CELANESE INTERNATIONAL CORP
1607, REEM PHARMACEUTICAL,3312046,0.60277754,1327467,CELATOR PHARMACEUTICALS INC
1608, REEM PHARMACEUTICAL,3312046,0.60429275,1170687,CELERES PHARMACEUTICALS INC
